query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_intersection_truth_hit
q_001,1,cw_s300_x254883.721_y3365002.517,0.8842556476593018,300.000,254883.721025345556,3365002.516620819457,0
q_001,2,cw_s200_x253783.721_y3364952.517,0.882493257522583,200.000,253783.721025345556,3364952.516620819457,1
q_001,3,cw_s200_x254083.721_y3365102.517,0.8821483850479126,200.000,254083.721025345556,3365102.516620819457,0
q_001,4,cw_s300_x255108.721_y3364327.517,0.8772634863853455,300.000,255108.721025345556,3364327.516620819457,0
q_001,5,cw_s300_x255108.721_y3365227.517,0.8759283423423767,300.000,255108.721025345556,3365227.516620819457,0
q_001,6,cw_s200_x254083.721_y3364052.517,0.8749141693115234,200.000,254083.721025345556,3364052.516620819457,0
q_001,7,cw_s300_x254658.721_y3364102.517,0.8723981380462646,300.000,254658.721025345556,3364102.516620819457,0
q_001,8,cw_s200_x254233.721_y3364052.517,0.8722302913665771,200.000,254233.721025345556,3364052.516620819457,0
q_001,9,cw_s200_x254983.721_y3365252.517,0.8648366332054138,200.000,254983.721025345556,3365252.516620819457,0
q_001,10,cw_s300_x255108.721_y3364102.517,0.864692747592926,300.000,255108.721025345556,3364102.516620819457,0
q_001,11,cw_s200_x253933.721_y3364352.517,0.8640416264533997,200.000,253933.721025345556,3364352.516620819457,0
q_001,12,cw_s200_x254833.721_y3364052.517,0.8623501062393188,200.000,254833.721025345556,3364052.516620819457,0
q_001,13,cw_s200_x255133.721_y3364052.517,0.8619244694709778,200.000,255133.721025345556,3364052.516620819457,0
q_001,14,cw_s200_x255133.721_y3364202.517,0.8606833219528198,200.000,255133.721025345556,3364202.516620819457,0
q_001,15,cw_s200_x254683.721_y3364052.517,0.8591333627700806,200.000,254683.721025345556,3364052.516620819457,0
q_001,16,cw_s300_x254883.721_y3365227.517,0.8558907508850098,300.000,254883.721025345556,3365227.516620819457,0
q_001,17,cw_s200_x254833.721_y3364202.517,0.854779839515686,200.000,254833.721025345556,3364202.516620819457,0
q_001,18,cw_s300_x253983.721_y3365002.517,0.8513098359107971,300.000,253983.721025345556,3365002.516620819457,0
q_001,19,cw_s200_x254683.721_y3364202.517,0.8509120345115662,200.000,254683.721025345556,3364202.516620819457,0
q_001,20,cw_s300_x255108.721_y3365002.517,0.8508141040802002,300.000,255108.721025345556,3365002.516620819457,0
q_002,1,cw_s200_x253933.721_y3364802.517,0.8637577295303345,200.000,253933.721025345556,3364802.516620819457,0
